,name,mass,fall,year,reclat,reclong,GeoLocation
40107,Yamato 790878,2.94,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40108,Yamato 790879,2.27,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40109,Yamato 790880,2.47,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40110,Yamato 790881,3.93,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40111,Yamato 790882,3.99,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40112,Yamato 790883,3.02,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40113,Yamato 790884,4.7,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40114,Yamato 790885,4.27,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40115,Yamato 790886,2.46,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40116,Yamato 790887,3.23,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40117,Yamato 790888,2.92,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40118,Yamato 790889,2.17,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40119,Yamato 790890,4.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40120,Yamato 790891,3.09,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40121,Yamato 790892,4.91,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40122,Yamato 790893,1.65,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40123,Yamato 790894,2.06,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40124,Yamato 790895,2.1,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40125,Yamato 790896,2.93,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40126,Yamato 790897,1.37,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40127,Yamato 790898,2.22,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40128,Yamato 790899,2.51,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40129,Yamato 790900,2.21,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40130,Yamato 790901,3.43,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40131,Yamato 790902,2.14,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40132,Yamato 790903,1.89,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40133,Yamato 790904,1.79,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40134,Yamato 790905,2.49,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40135,Yamato 790906,1.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40136,Yamato 790907,1.92,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40137,Yamato 790908,2.18,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40138,Yamato 790909,1.98,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40139,Yamato 790910,2.16,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40140,Yamato 790911,1.69,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40141,Yamato 790912,1.09,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40142,Yamato 790913,1.89,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40143,Yamato 790914,2.58,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40144,Yamato 790915,2.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40145,Yamato 790916,1.94,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40146,Yamato 790917,1.16,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40147,Yamato 790918,2.37,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40148,Yamato 790919,1.41,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40149,Yamato 790920,1.81,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40150,Yamato 790921,2.25,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40151,Yamato 790922,1.91,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40152,Yamato 790923,1.59,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40153,Yamato 790924,1.68,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40154,Yamato 790925,1.37,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40155,Yamato 790926,1.3,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40156,Yamato 790927,1.29,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40157,Yamato 790928,1.59,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40158,Yamato 790929,1.29,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40159,Yamato 790930,1.81,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40160,Yamato 790931,0.94,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40161,Yamato 790932,1.17,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40162,Yamato 790933,1.11,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40163,Yamato 790934,0.96,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40164,Yamato 790935,1.38,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40165,Yamato 790936,1.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40166,Yamato 790937,0.85,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40167,Yamato 790938,1.37,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40168,Yamato 790939,1.3,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40169,Yamato 790940,0.85,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40170,Yamato 790941,0.85,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40171,Yamato 790942,38.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40172,Yamato 790943,3.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40173,Yamato 790944,12.08,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40174,Yamato 790946,2507.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40175,Yamato 790947,344.24,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40176,Yamato 790948,107.7,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40177,Yamato 790949,32.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40178,Yamato 790950,15.36,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40179,Yamato 790952,8.32,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40180,Yamato 790953,4.63,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40181,Yamato 790954,4.6,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40182,Yamato 790957,6175.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40183,Yamato 790959,578.01,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40184,Yamato 790960,20.82,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40185,Yamato 790962,0.92,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40186,Yamato 790963,40.32,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40187,Yamato 790964,3335.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40188,Yamato 790965,78.75,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40189,Yamato 790969,9.64,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40190,Yamato 790971,8.72,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40191,Yamato 790972,16.53,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40192,Yamato 790973,17.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40193,Yamato 790974,9.48,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40194,Yamato 790975,18.48,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40195,Yamato 790976,8.68,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40196,Yamato 790977,7.28,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40197,Yamato 790978,3.39,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40198,Yamato 790979,2.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40199,Yamato 790980,95.58,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40200,Yamato 790981,213.01,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40201,Yamato 790982,88.56,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40202,Yamato 790983,22.96,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40203,Yamato 790985,189.64,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40204,Yamato 790986,135.79,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40205,Yamato 790987,199.21,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40206,Yamato 790990,59.85,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40207,Yamato 790991,30.8,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40208,Yamato 790992,162.99,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40209,Yamato 790993,81.56,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40210,Yamato 790994,49.45,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40211,Yamato 790995,4.32,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40212,Yamato 790996,78.68,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40213,Yamato 790997,177.93,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40214,Yamato 790998,18.15,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40215,Yamato 790999,154.34,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40216,Yamato 791000,90.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40217,Yamato 791001,289.83,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40218,Yamato 791002,91.93,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40219,Yamato 791003,24.45,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40220,Yamato 791004,225.09,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40221,Yamato 791005,11.15,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40222,Yamato 791006,25.21,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40223,Yamato 791007,147.15,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40224,Yamato 791008,117.17,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40225,Yamato 791009,42.08,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40226,Yamato 791010,73.18,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40227,Yamato 791011,4.02,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40228,Yamato 791012,14.56,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40229,Yamato 791013,5.09,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40230,Yamato 791014,6.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40231,Yamato 791015,4.74,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40232,Yamato 791016,4.34,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40233,Yamato 791017,10.7,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40234,Yamato 791018,7.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40235,Yamato 791019,18.29,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40236,Yamato 791020,288.26,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40237,Yamato 791021,5.48,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40238,Yamato 791022,223.38,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40239,Yamato 791023,5.51,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40240,Yamato 791024,353.7,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40241,Yamato 791025,106.8,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40242,Yamato 791026,354.72,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40243,Yamato 791027,646.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40244,Yamato 791028,1053.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40245,Yamato 791029,108.8,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40246,Yamato 791030,43.18,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40247,Yamato 791031,13.22,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40248,Yamato 791032,6.64,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40249,Yamato 791033,4.19,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40250,Yamato 791034,173.18,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40251,Yamato 791035,6.56,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40252,Yamato 791036,122.82,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40253,Yamato 791037,11.82,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40254,Yamato 791038,26.33,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40255,Yamato 791039,8.17,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40256,Yamato 791040,14.88,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40257,Yamato 791041,62.77,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40258,Yamato 791042,95.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40259,Yamato 791043,23.3,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40260,Yamato 791045,20.27,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40261,Yamato 791046,10.63,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40262,Yamato 791047,163.44,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40263,Yamato 791048,205.53,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40264,Yamato 791049,8.73,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40265,Yamato 791050,11.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40266,Yamato 791052,4.55,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40267,Yamato 791053,26.96,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40268,Yamato 791054,13.58,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40269,Yamato 791055,19.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40270,Yamato 791056,38.28,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40271,Yamato 791057,66.68,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40272,Yamato 791058,19.46,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40273,Yamato 791059,12.3,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40274,Yamato 791060,8.67,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40275,Yamato 791061,10.39,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40276,Yamato 791062,7.49,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40277,Yamato 791064,12.92,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40278,Yamato 791065,9.56,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40279,Yamato 791066,9.29,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40280,Yamato 791067,234.59,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40281,Yamato 791068,18.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40282,Yamato 791069,114.46,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40283,Yamato 791070,5.63,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40284,Yamato 791071,10.23,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40285,Yamato 791072,11.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40286,Yamato 791073,33.1,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40287,Yamato 791074,27.19,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40288,Yamato 791075,9.89,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40289,Yamato 791076,331.8,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40290,Yamato 791077,77.93,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40291,Yamato 791078,37.03,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40292,Yamato 791079,59.1,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40293,Yamato 791080,109.19,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40294,Yamato 791081,50.11,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40295,Yamato 791082,2.1,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40296,Yamato 791083,5.3,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40297,Yamato 791084,11.63,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40298,Yamato 791085,22.09,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40299,Yamato 791086,2.16,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40300,Yamato 791087,579.84,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40301,Yamato 791088,2138.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40302,Yamato 791089,4.77,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40303,Yamato 791090,81.39,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40304,Yamato 791091,177.91,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40305,Yamato 791092,4.21,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40306,Yamato 791093,4.12,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40307,Yamato 791094,1.17,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40308,Yamato 791095,1.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40309,Yamato 791096,75.59,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40310,Yamato 791097,25.43,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40311,Yamato 791098,20.25,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40312,Yamato 791099,13.23,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40313,Yamato 791100,9.38,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40314,Yamato 791101,8.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40315,Yamato 791102,5.6,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40316,Yamato 791103,4.23,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40317,Yamato 791104,3.39,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40318,Yamato 791105,15.16,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40319,Yamato 791106,409.89,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40320,Yamato 791107,283.55,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40321,Yamato 791108,215.39,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40322,Yamato 791109,33.59,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40323,Yamato 791110,34.47,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40324,Yamato 791111,20.02,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40325,Yamato 791112,10.12,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40326,Yamato 791113,13.12,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40327,Yamato 791114,12.81,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40328,Yamato 791115,9.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40329,Yamato 791116,10.06,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40330,Yamato 791117,14.03,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40331,Yamato 791118,10.36,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40332,Yamato 791119,7.06,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40333,Yamato 791120,8.01,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40334,Yamato 791121,7.04,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40335,Yamato 791122,6.94,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40336,Yamato 791123,5.14,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40337,Yamato 791124,7.04,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40338,Yamato 791125,3.04,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40339,Yamato 791126,3.91,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40340,Yamato 791127,2.19,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40341,Yamato 791128,3.39,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40342,Yamato 791129,1.86,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40343,Yamato 791130,2.46,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40344,Yamato 791131,1.66,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40345,Yamato 791132,1.9,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40346,Yamato 791133,2.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40347,Yamato 791134,1.88,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40348,Yamato 791135,1.16,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40349,Yamato 791136,1.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40350,Yamato 791137,0.89,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40351,Yamato 791138,1.24,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40352,Yamato 791139,0.85,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40353,Yamato 791140,0.48,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40354,Yamato 791141,16.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40355,Yamato 791142,0.44,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40356,Yamato 791143,190.39,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40357,Yamato 791144,144.92,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40358,Yamato 791145,136.82,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40359,Yamato 791146,94.24,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40360,Yamato 791147,44.35,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40361,Yamato 791148,58.36,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40362,Yamato 791149,58.84,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40363,Yamato 791150,75.92,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40364,Yamato 791151,14.11,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40365,Yamato 791152,16.48,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40366,Yamato 791153,3.17,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40367,Yamato 791154,6.76,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40368,Yamato 791155,2.11,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40369,Yamato 791156,1.32,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40370,Yamato 791157,48.44,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40371,Yamato 791158,22.89,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40372,Yamato 791159,7.41,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40373,Yamato 791160,5.57,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40374,Yamato 791161,4.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40375,Yamato 791162,8.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40376,Yamato 791163,3.99,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40377,Yamato 791164,12.85,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40378,Yamato 791165,11.28,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40379,Yamato 791166,4.81,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40380,Yamato 791167,10.33,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40381,Yamato 791168,10.11,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40382,Yamato 791169,7.88,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40383,Yamato 791170,6.78,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40384,Yamato 791171,10.43,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40385,Yamato 791172,5.68,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40386,Yamato 791173,5.41,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40387,Yamato 791174,4.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40388,Yamato 791175,2.67,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40389,Yamato 791176,2.39,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40390,Yamato 791177,3.64,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40391,Yamato 791179,7.89,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
